#YY  MM DD hh mm   DEPTH  OTMP   COND   SAL   O2% O2PPM  CLCON  TURB    PH    EH
#yr  mo dy hr mn       m  degC  mS/cm   psu     %   ppm   ug/l   FTU     -    mv
2020 08 29 19 26     4.0 13.50 999.00 30.10  79.4  6.90   2.20    99 99.00 99.00
2020 08 30 01 27     4.0 13.40 999.00 30.20  83.5  7.20   3.40    99 99.00 99.00
2020 08 30 07 27     4.0 13.40 999.00 30.20  76.6  6.60   1.80    99 99.00 99.00
2020 08 30 19 27     4.0 13.30 999.00 30.20  70.9  6.20   1.10    99 99.00 99.00
2020 08 31 01 27     4.0 13.00 999.00 30.30  76.7  6.70   2.50    99 99.00 99.00
2020 08 31 07 27     4.0 13.50 999.00 30.20  77.1  6.70   1.60    99 99.00 99.00
2020 08 31 13 28     4.0 13.20 999.00 30.30  74.2  6.50   6.70    99 99.00 99.00
2020 09 01 01 27     4.0 12.90 999.00 30.40  75.9  6.60   2.40    99 99.00 99.00
2020 09 01 13 44     4.0 13.00 999.00 30.30  71.0  6.20   1.30    99 99.00 99.00
2020 09 01 19 26     4.0 13.20 999.00 30.20  70.4  6.10   0.80    99 99.00 99.00
2020 09 02 01 27     4.0 13.10 999.00 30.40  75.3  6.50   1.80    99 99.00 99.00
2020 09 02 07 27     4.0 13.60 999.00 30.10  74.8  6.50   1.10    99 99.00 99.00
2020 09 02 13 28     4.0 13.00 999.00 30.30  70.6  6.20   1.10    99 99.00 99.00
2020 09 03 07 28     4.0 13.60 999.00 30.10  74.3  6.40   1.20    99 99.00 99.00
2020 09 03 13 28     4.0 13.40 999.00 30.20  73.1  6.30   1.30    99 99.00 99.00
2020 09 03 19 26     4.0 13.20 999.00 30.20  69.9  6.10   0.60    99 99.00 99.00
2020 09 04 01 28     4.0 13.00 999.00 30.40  75.6  6.60   2.10    99 99.00 99.00
2020 09 04 07 27     4.0 12.90 999.00 30.40  68.6  6.00   1.10    99 99.00 99.00
2020 09 04 13 28     4.0 12.60 999.00 30.50  71.9  6.30   1.70    99 99.00 99.00
2020 09 04 19 26     4.0 12.80 999.00 30.40  66.3  5.80   0.70    99 99.00 99.00
2020 09 05 01 27     4.0 12.80 999.00 30.50  75.2  6.60   2.00    99 99.00 99.00
2020 09 05 07 28     4.0 12.50 999.00 30.50  65.6  5.80   0.80    99 99.00 99.00
2020 09 05 13 28     4.0 12.80 999.00 30.40  68.1  6.00   1.30    99 99.00 99.00
2020 09 05 19 27     4.0 12.70 999.00 30.50  67.2  5.90   1.10    99 99.00 99.00
2020 09 06 01 27     4.0 12.60 999.00 30.50  72.9  6.40   2.00    99 99.00 99.00
2020 09 06 07 28     4.0 12.60 999.00 30.50  66.5  5.80   1.00    99 99.00 99.00
2020 09 06 13 28     4.0 12.50 999.00 30.50  68.6  6.00   1.40    99 99.00 99.00
2020 09 06 19 26     4.0 12.80 999.00 30.40  67.9  5.90   2.20    99 99.00 99.00
2020 09 07 07 28     4.0 13.40 999.00 30.30  74.6  6.50   1.40    99 99.00 99.00
2020 09 07 13 28     4.0 13.20 999.00 30.30  69.5  6.00   1.50    99 99.00 99.00
2020 09 07 19 26     4.0 13.40 999.00 30.30  76.7  6.60   1.30    99 99.00 99.00
2020 09 08 01 27     4.0 13.30 999.00 30.40  78.7  6.80   2.20    99 99.00 99.00
2020 09 08 07 29     4.0 12.80 999.00 30.50  68.6  6.00   5.10    99 99.00 99.00
2020 09 08 13 28     4.0 13.10 999.00 30.40  70.7  6.20   1.60    99 99.00 99.00
2020 09 09 01 27     4.0 13.70 999.00 30.40  81.5  7.00   3.10    99 99.00 99.00
2020 09 09 07 27     4.0 13.30 999.00 30.40  77.1  6.70   1.70    99 99.00 99.00
2020 09 09 13 22     4.0 13.30 999.00 30.40  76.4  6.60   2.00    99 99.00 99.00
2020 09 09 19 36     4.0 12.80 999.00 30.50  74.5  6.50   1.40    99 99.00 99.00
2020 09 10 07 27     4.0 13.70 999.00 30.30  84.9  7.30  31.40    99 99.00 99.00
2020 09 10 13 28     4.0 13.40 999.00 30.30  75.5  6.50   2.80    99 99.00 99.00
2020 09 10 19 16     4.0 13.30 999.00 30.30  83.7  7.20   3.80    99 99.00 99.00
2020 09 11 13 39     4.0 13.70 999.00 30.20  79.9  6.90   3.50    99 99.00 99.00
2020 09 12 01 27     4.0 13.50 999.00 30.20  81.9  7.10   4.80    99 99.00 99.00
2020 09 12 07 27     4.0 13.70 999.00 30.20  86.6  7.40   1.80    99 99.00 99.00
2020 09 12 13 28     4.0 13.30 999.00 30.40  78.4  6.80   2.50    99 99.00 99.00
2020 09 12 19 29     4.0 14.10 999.00 30.00  86.6  7.40   4.60    99 99.00 99.00
2020 09 13 01 28     4.0 13.60 999.00 30.20  81.8  7.10   6.90    99 99.00 99.00
2020 09 13 07 28     4.0 13.10 999.00 30.30  75.1  6.50   2.00    99 99.00 99.00
2020 09 13 13 28     4.0 13.00 999.00 30.40  72.4  6.30   8.80    99 99.00 99.00
2020 09 13 19 29     4.0 14.00 999.00 29.90  82.2  7.00   2.10    99 99.00 99.00
2020 09 14 07 28     4.0 13.40 999.00 30.20  76.1  6.60   1.50    99 99.00 99.00
2020 09 15 07 28     4.0 13.30 999.00 30.20  71.7  6.20   1.40    99 99.00 99.00
2020 09 15 19 28     4.0 13.30 999.00 30.10  69.1  6.00   1.40    99 99.00 99.00
2020 09 16 07 28     4.0 13.40 999.00 30.10  71.4  6.20   1.40    99 99.00 99.00
2020 09 16 19 28     4.0 12.90 999.00 30.20  64.4  5.60   1.30    99 99.00 99.00
2020 09 17 07 27     4.0 12.40 999.00 30.40  61.2  5.40   0.90    99 99.00 99.00
2020 09 18 07 27     4.0 12.40 999.00 30.30  60.5  5.30   1.10    99 99.00 99.00
2020 09 19 07 28     4.0 12.10 999.00 30.50  57.1  5.10   1.60    99 99.00 99.00
2020 09 19 19 27     4.0 12.20 999.00 30.40  56.6  5.00   1.20    99 99.00 99.00
2020 09 20 07 28     4.0 12.00 999.00 30.50  55.5  4.90   2.40    99 99.00 99.00
2020 09 20 19 26     4.0 12.00 999.00 30.50  55.7  4.90   1.30    99 99.00 99.00
2020 09 21 07 28     4.0 12.10 999.00 30.50  56.1  5.00   1.30    99 99.00 99.00
2020 09 22 07 28     4.0 12.00 999.00 30.60  56.2  5.00   0.80    99 99.00 99.00
2020 09 22 19 27     4.0 12.00 999.00 30.60  56.4  5.00   2.40    99 99.00 99.00
2020 09 23 07 28     4.0 12.00 999.00 30.60  55.3  4.90   0.80    99 99.00 99.00
2020 09 23 19 28     4.0 12.10 999.00 30.60  58.8  5.20   1.40    99 99.00 99.00
2020 09 24 07 28     4.0 12.10 999.00 30.60  59.2  5.30   5.40    99 99.00 99.00
2020 09 24 19 27     4.0 12.60 999.00 30.20  64.1  5.60   2.40    99 99.00 99.00
2020 09 25 19 28     4.0 12.50 999.00 30.00  64.6  5.70   1.80    99 99.00 99.00
2020 09 26 19 25     4.0 12.40 999.00 29.90  62.4  5.50   4.70    99 99.00 99.00
2020 09 27 07 22     4.0 12.00 999.00 30.40  59.0  5.20   1.20    99 99.00 99.00
2020 09 27 19 42     4.0 12.10 999.00 30.10  60.4  5.40   1.30    99 99.00 99.00
2020 09 28 07 28     4.0 12.20 999.00 30.10  62.3  5.50   3.00    99 99.00 99.00
2020 09 28 19 26     4.0 12.10 999.00 30.00  59.0  5.30   2.40    99 99.00 99.00
2020 09 29 07 27     4.0 12.30 999.00 30.10  63.5  5.60   2.20    99 99.00 99.00
2020 09 29 19 26     4.0 12.30 999.00 30.10  66.3  5.90   2.60    99 99.00 99.00
2020 09 30 07 22     4.0 12.20 999.00 30.20  63.6  5.60   3.60    99 99.00 99.00
2020 09 30 19 42     4.0 12.10 999.00 30.20  61.1  5.40   2.70    99 99.00 99.00
2020 10 01 07 27     4.0 12.10 999.00 30.30  61.2  5.40   3.40    99 99.00 99.00
2020 10 01 19 27     4.0 11.90 999.00 30.40  59.1  5.30   3.80    99 99.00 99.00
2020 10 02 07 27     4.0 12.20 999.00 30.30  63.1  5.60   4.10    99 99.00 99.00
2020 10 02 19 26     4.0 12.00 999.00 30.40  60.7  5.40   4.70    99 99.00 99.00
2020 10 03 07 27     4.0 12.00 999.00 30.30  60.3  5.40   2.60    99 99.00 99.00
2020 10 03 19 27     4.0 12.30 999.00 30.10  65.9  5.80   3.30    99 99.00 99.00
2020 10 04 07 28     4.0 12.20 999.00 30.30  62.2  5.50   5.00    99 99.00 99.00
2020 10 04 19 28     4.0 11.90 999.00 30.50  59.5  5.30   2.80    99 99.00 99.00
2020 10 05 19 27     4.0 11.90 999.00 30.40  60.0  5.30   4.70    99 99.00 99.00
2020 10 06 19 26     4.0 12.10 999.00 30.40  64.3  5.70   0.70    99 99.00 99.00
2020 10 07 07 29     4.0 12.10 999.00 30.40  63.4  5.60   1.60    99 99.00 99.00
2020 10 07 19 29     4.0 12.00 999.00 30.40  62.0  5.50   2.50    99 99.00 99.00
2020 10 08 07 30     4.0 11.80 999.00 30.50  59.0  5.30   0.70    99 99.00 99.00
2020 10 08 19 29     4.0 12.00 999.00 30.50  61.7  5.50   3.00    99 99.00 99.00
2020 10 09 07 24     4.0 12.00 999.00 30.40  60.4  5.40   3.80    99 99.00 99.00
2020 10 10 07 29     4.0 12.00 999.00 30.40  63.1  5.60   0.70    99 99.00 99.00
2020 10 11 07 29     4.0 11.80 999.00 30.50  59.8  5.30   0.80    99 99.00 99.00
2020 10 11 19 31     4.0 12.10 999.00 30.10  63.7  5.70   1.40    99 99.00 99.00
2020 10 12 19 30     4.0 12.40 999.00 29.30  67.3  6.00   1.40    99 99.00 99.00
2020 10 13 07 30     4.0 11.90 999.00 30.20  61.7  5.50   1.00    99 99.00 99.00
2020 10 13 19 24     4.0 11.80 999.00 30.30  59.1  5.30   0.80    99 99.00 99.00
2020 10 14 19 30     4.0 11.80 999.00 29.90  60.5  5.40   4.20    99 99.00 99.00
2020 10 15 07 30     4.0 11.70 999.00 30.00  60.2  5.40   1.50    99 99.00 99.00
2020 10 15 19 30     4.0 11.60 999.00 30.20  58.2  5.20   2.40    99 99.00 99.00
2020 10 16 07 29     4.0 11.60 999.00 30.30  58.4  5.20   1.60    99 99.00 99.00
2020 10 16 19 28     4.0 11.60 999.00 30.20  60.5  5.40   1.30    99 99.00 99.00
2020 10 17 07 29     4.0 11.60 999.00 30.20  59.2  5.30   2.00    99 99.00 99.00
2020 10 18 07 29     4.0 11.70 999.00 29.90  61.6  5.50   1.60    99 99.00 99.00
2020 10 18 19 23     4.0 11.60 999.00 30.20  59.9  5.40   1.30    99 99.00 99.00
2020 10 19 19 29     4.0 11.40 999.00 30.50  58.8  5.30   8.10    99 99.00 99.00
2020 10 20 19 29     4.0 11.40 999.00 30.40  59.6  5.40   3.10    99 99.00 99.00
2020 10 22 19 28     4.0 11.20 999.00 30.40  59.4  5.40   0.70    99 99.00 99.00
2020 10 23 19 30     4.0 11.20 999.00 30.30  61.6  5.60   0.70    99 99.00 99.00
2020 10 24 19 28     4.0 11.00 999.00 30.00  66.8  6.10   1.40    99 99.00 99.00
2020 10 26 19 30     4.0 10.80 999.00 30.20  68.5  6.30   1.00    99 99.00 99.00
2020 10 27 19 30     4.0 10.90 999.00 30.30  65.6  6.00   5.40    99 99.00 99.00
2020 10 28 19 31     4.0 10.90 999.00 30.40  63.9  5.80   2.80    99 99.00 99.00
2020 10 29 19 29     4.0 10.80 999.00 30.10  65.0  5.90   1.10    99 99.00 99.00
2020 11 19 20 35     4.0  9.80 999.00 30.10  66.1  6.20   0.60    99 99.00 99.00
2020 11 23 19 32     4.0  9.70 999.00 29.60  95.3  9.00   0.50    99 99.00 99.00
2020 11 24 20 28     4.0  9.70 999.00 30.00  95.6  9.00 999.00    99 99.00 99.00
2020 11 25 20 27     4.0  9.60 999.00 29.60  97.7  9.20 999.00    99 99.00 99.00
2020 11 26 20 29     4.0  9.60 999.00 29.70  95.8  9.00   0.50    99 99.00 99.00
2020 11 27 20 28     4.0  9.60 999.00 29.80  96.7  9.10 999.00    99 99.00 99.00
2020 11 28 20 29     4.0  9.60 999.00 29.60  96.2  9.10   0.50    99 99.00 99.00
2020 11 29 20 23     4.0  9.60 999.00 29.60  96.2  9.10   0.60    99 99.00 99.00
