#YY  MM DD hh mm   DEPTH  OTMP   COND   SAL   O2% O2PPM  CLCON  TURB    PH    EH
#yr  mo dy hr mn       m  degC  mS/cm   psu     %   ppm   ug/l   FTU     -    mv
2020 10 11 19 23     3.0 10.50 999.00 29.40  26.7  2.50   1.20    99 99.00 99.00
2020 10 12 07 23     3.0 10.80 999.00 28.30  37.2  3.40   2.00    99 99.00 99.00
2020 10 12 19 22     3.0 10.40 999.00 29.10  28.4  2.60   0.70    99 99.00 99.00
2020 10 13 07 23     3.0 10.90 999.00 28.20  39.3  3.60   0.60    99 99.00 99.00
2020 10 13 19 22     3.0 11.60 999.00 26.70  56.6  5.20   1.40    99 99.00 99.00
2020 10 14 07 23     3.0 10.60 999.00 29.00  41.4  3.80   0.90    99 99.00 99.00
2020 10 14 19 21     3.0 10.70 999.00 28.30  38.6  3.60   0.80    99 99.00 99.00
2020 10 15 07 23     3.0 11.00 999.00 26.20  59.0  5.50   0.90    99 99.00 99.00
2020 10 15 19 22     3.0 10.90 999.00 26.90  57.5  5.40   1.00    99 99.00 99.00
2020 10 16 07 23     3.0 11.20 999.00 27.10  59.4  5.50   1.40    99 99.00 99.00
2020 10 16 19 22     3.0 11.20 999.00 26.80  59.6  5.50   1.60    99 99.00 99.00
2020 10 17 07 23     3.0 10.70 999.00 28.60  42.4  3.90   1.50    99 99.00 99.00
2020 10 17 19 23     3.0 11.10 999.00 27.50  51.2  4.70   3.50    99 99.00 99.00
2020 10 18 07 23     3.0 11.30 999.00 26.90  63.6  5.90   4.20    99 99.00 99.00
2020 10 18 19 22     3.0 11.10 999.00 26.60  59.9  5.60   3.90    99 99.00 99.00
2020 10 19 19 22     3.0 11.50 999.00 27.00  73.3  6.70   4.80    99 99.00 99.00
2020 10 20 07 23     3.0 11.70 999.00 27.00  85.7  7.80   8.00    99 99.00 99.00
2020 10 20 19 22     3.0 11.50 999.00 27.40  75.1  6.90   2.90    99 99.00 99.00
2020 10 21 07 23     3.0 11.80 999.00 26.00 100.5  9.20  10.40    99 99.00 99.00
2020 10 21 19 21     3.0 11.60 999.00 27.40  75.6  6.90   2.50    99 99.00 99.00
2020 10 22 07 23     3.0 12.20 999.00 25.80 136.5 12.50   6.70    99 99.00 99.00
2020 10 22 19 21     3.0 11.70 999.00 26.70  91.1  8.40  15.30    99 99.00 99.00
2020 10 23 07 23     3.0 11.80 999.00 26.80 104.5  9.50   4.00    99 99.00 99.00
2020 10 23 19 23     3.0 11.80 999.00 25.70 105.6  9.70   6.10    99 99.00 99.00
2020 10 24 07 23     3.0 11.10 999.00 28.40  53.2  4.90   7.70    99 99.00 99.00
2020 10 24 19 22     3.0 11.00 999.00 28.60  56.9  5.20   8.70    99 99.00 99.00
2020 10 25 07 23     3.0 10.80 999.00 27.70  77.3  7.20   2.80    99 99.00 99.00
2020 10 25 19 21     3.0 10.50 999.00 26.80  82.0  7.70   2.80    99 99.00 99.00
2020 10 26 07 23     3.0 10.10 999.00 25.80  90.2  8.60   3.60    99 99.00 99.00
2020 10 26 19 22     3.0 11.00 999.00 26.60  86.9  8.10   3.50    99 99.00 99.00
2020 10 27 07 23     3.0 11.00 999.00 27.10  83.1  7.70   3.60    99 99.00 99.00
2020 10 27 19 23     3.0 11.00 999.00 27.40  76.7  7.10   3.70    99 99.00 99.00
2020 10 28 07 23     3.0 10.90 999.00 27.80  77.5  7.20   5.00    99 99.00 99.00
2020 10 28 19 23     3.0 10.80 999.00 28.00  73.0  6.80  16.10    99 99.00 99.00
2020 10 29 07 23     3.0 10.90 999.00 28.00  84.1  7.80   8.00    99 99.00 99.00
2020 10 29 19 23     3.0 10.80 999.00 27.70  86.7  8.10  24.80    99 99.00 99.00
2020 10 30 07 23     3.0 10.90 999.00 28.00  84.4  7.80   6.30    99 99.00 99.00
2020 10 30 19 22     3.0 11.10 999.00 28.70  64.3  5.90   2.90    99 99.00 99.00
2020 10 31 07 23     3.0 11.10 999.00 29.00  56.7  5.20   2.30    99 99.00 99.00
2020 10 31 19 22     3.0 10.90 999.00 28.50  62.6  5.80   3.00    99 99.00 99.00
2020 11 01 07 23     3.0 10.50 999.00 27.70  83.6  7.80   8.10    99 99.00 99.00
2020 11 01 21 22     3.0 10.30 999.00 27.50 102.0  9.60  11.30    99 99.00 99.00
2020 11 02 08 23     3.0 10.80 999.00 27.40 113.4 10.60  11.00    99 99.00 99.00
2020 11 02 20 21     3.0 10.80 999.00 27.80 102.1  9.50  20.70    99 99.00 99.00
2020 11 03 08 23     3.0 10.90 999.00 27.00 114.8 10.70  10.50    99 99.00 99.00
2020 11 03 20 23     3.0 10.90 999.00 27.60  92.3  8.60   9.70    99 99.00 99.00
2020 11 04 08 23     3.0 10.90 999.00 28.00  72.7  6.70   7.30    99 99.00 99.00
2020 11 05 20 24     3.0 10.50 999.00 29.40  36.1  3.30   1.10    99 99.00 99.00
2020 11 06 08 24     3.0 10.30 999.00 29.40  35.5  3.30   1.10    99 99.00 99.00
2020 11 06 20 22     3.0 10.60 999.00 28.90  53.6  5.00   1.40    99 99.00 99.00
2020 11 07 08 23     3.0 10.70 999.00 27.40  61.9  5.80   2.10    99 99.00 99.00
2020 11 08 08 23     3.0 10.80 999.00 29.00  56.7  5.20   0.60    99 99.00 99.00
2020 11 08 20 21     3.0 10.80 999.00 28.90  53.2  4.90   0.80    99 99.00 99.00
2020 11 09 08 23     3.0 10.00 999.00 27.10  61.6  5.80 999.00    99 99.00 99.00
2020 11 10 09 00     3.0 10.20 999.00 27.80  61.3  5.80   0.50    99 99.00 99.00
2020 11 10 20 22     3.0 10.70 999.00 29.00  58.3  5.40   0.60    99 99.00 99.00
2020 11 11 08 23     3.0 10.60 999.00 28.90  59.8  5.50   0.50    99 99.00 99.00
2020 11 11 20 23     3.0 10.30 999.00 27.90  63.7  6.00   1.40    99 99.00 99.00
2020 11 12 08 23     3.0 10.30 999.00 27.80  64.2  6.00   1.60    99 99.00 99.00
2020 11 12 20 23     3.0 10.40 999.00 28.00  62.3  5.80   1.00    99 99.00 99.00
2020 11 13 20 22     3.0 10.10 999.00 26.80  67.7  6.40   1.10    99 99.00 99.00
2020 11 14 20 23     3.0 10.40 999.00 29.10  46.9  4.40   0.60    99 99.00 99.00
2020 11 15 20 22     3.0 10.00 999.00 27.10  56.9  5.40   1.00    99 99.00 99.00
2020 11 16 20 23     3.0 10.10 999.00 27.70  53.4  5.00   0.80    99 99.00 99.00
2020 11 17 20 24     3.0 10.10 999.00 27.80  53.1  5.00   0.60    99 99.00 99.00
2020 11 18 20 24     3.0 10.50 999.00 29.50  35.4  3.30 999.00    99 99.00 99.00
2020 11 19 20 23     3.0 10.10 999.00 27.80  44.7  4.20 999.00    99 99.00 99.00
2020 11 20 20 24     3.0 10.10 999.00 27.80  46.8  4.40 999.00    99 99.00 99.00
2020 11 21 20 22     3.0 10.40 999.00 28.80  49.2  4.60 999.00    99 99.00 99.00
2020 11 22 20 23     3.0 10.10 999.00 26.80  61.8  5.90   0.60    99 99.00 99.00
2020 11 23 23 07     3.0 10.40 999.00 28.80  54.0  5.00   0.60    99 99.00 99.00
2020 11 24 20 24     3.0 10.40 999.00 28.90  42.5  4.00   0.80    99 99.00 99.00
2020 11 25 20 22     3.0 10.20 999.00 29.00  55.4  5.20   0.50    99 99.00 99.00
2020 11 26 20 21     3.0  9.80 999.00 26.80  66.4  6.40   0.60    99 99.00 99.00
2020 11 27 20 22     3.0  9.80 999.00 26.20  66.8  6.40   0.70    99 99.00 99.00
2020 11 28 20 23     3.0 10.50 999.00 29.40  50.5  4.70   1.50    99 99.00 99.00
