Date and Time, Depth (Ft), Oxygen Conc. (mg/L)
2023-10-15T12:19:58-0700, -10 ft, 5.4
2023-10-15T12:19:58-0700, -13 ft, 5.3387
2023-10-15T12:19:58-0700, -16 ft, 5.7019
2023-10-15T12:19:58-0700, -20 ft, 6.116
2023-10-15T12:19:58-0700, -23 ft, 6.2233
2023-10-15T12:19:58-0700, -26 ft, 6.2152
2023-10-15T12:19:58-0700, -30 ft, 6.142
2023-10-16T12:19:31-0700, -33 ft, 6.0539
2023-10-16T12:19:31-0700, -36 ft, 5.9738
2023-10-16T12:19:31-0700, -39 ft, 5.899
2023-10-16T12:19:31-0700, -43 ft, 5.8308
2023-10-16T12:19:31-0700, -46 ft, 5.8003
2023-10-16T12:19:31-0700, -49 ft, 5.7507
2023-10-16T12:19:31-0700, -52 ft, 5.7169
2023-10-16T12:19:31-0700, -56 ft, 5.739
2023-10-16T12:19:31-0700, -59 ft, 5.7486
2023-10-16T12:19:31-0700, -62 ft, 5.8084
2023-10-16T12:19:31-0700, -3 ft, 5.5227
2023-10-16T12:19:31-0700, -66 ft, 5.8579
2023-10-16T12:19:31-0700, -69 ft, 5.938
2023-10-16T12:19:31-0700, -72 ft, 6.0209
2023-10-16T12:19:31-0700, -75 ft, 6.1533
2023-10-16T12:19:31-0700, -79 ft, 6.4236
2023-10-16T12:19:31-0700, -82 ft, 6.6294
2023-10-16T12:19:31-0700, -85 ft, 6.7455
2023-10-16T12:19:31-0700, -89 ft, 6.8042
2023-10-16T12:19:31-0700, -92 ft, 6.8369
2023-10-16T12:19:31-0700, -7 ft, 5.4614
2023-10-16T12:19:31-0700, -10 ft, 5.4
2023-10-16T12:19:31-0700, -13 ft, 5.3387
2023-10-16T12:19:31-0700, -16 ft, 5.7019
2023-10-16T12:19:31-0700, -20 ft, 6.116
2023-10-16T12:19:31-0700, -23 ft, 6.2233
2023-10-16T12:19:31-0700, -26 ft, 6.2152
2023-10-16T12:19:31-0700, -30 ft, 6.142
2023-10-17T12:19:43-0700, -33 ft, 6.0539
2023-10-17T12:19:43-0700, -36 ft, 5.9738
2023-10-17T12:19:43-0700, -39 ft, 5.899
2023-10-17T12:19:43-0700, -43 ft, 5.8308
2023-10-17T12:19:43-0700, -46 ft, 5.8003
2023-10-17T12:19:43-0700, -49 ft, 5.7507
2023-10-17T12:19:43-0700, -52 ft, 5.7169
2023-10-17T12:19:43-0700, -56 ft, 5.739
2023-10-17T12:19:43-0700, -59 ft, 5.7486
2023-10-17T12:19:43-0700, -62 ft, 5.8084
2023-10-17T12:19:43-0700, -3 ft, 5.5227
2023-10-17T12:19:43-0700, -66 ft, 5.8579
2023-10-17T12:19:43-0700, -69 ft, 5.938
2023-10-17T12:19:43-0700, -72 ft, 6.0209
2023-10-17T12:19:43-0700, -75 ft, 6.1533
2023-10-17T12:19:43-0700, -79 ft, 6.4236
2023-10-17T12:19:43-0700, -82 ft, 6.6294
2023-10-17T12:19:43-0700, -85 ft, 6.7455
2023-10-17T12:19:43-0700, -89 ft, 6.8042
2023-10-17T12:19:43-0700, -92 ft, 6.8369
2023-10-17T12:19:43-0700, -7 ft, 5.4614
2023-10-17T12:19:43-0700, -10 ft, 5.4
2023-10-17T12:19:43-0700, -13 ft, 5.3387
2023-10-17T12:19:43-0700, -16 ft, 5.7019
2023-10-17T12:19:43-0700, -20 ft, 6.116
2023-10-17T12:19:43-0700, -23 ft, 6.2233
2023-10-17T12:19:43-0700, -26 ft, 6.2152
2023-10-17T12:19:43-0700, -30 ft, 6.142
2023-10-18T12:19:39-0700, -33 ft, 6.0539
2023-10-18T12:19:39-0700, -36 ft, 5.9738
2023-10-18T12:19:39-0700, -39 ft, 5.899
2023-10-18T12:19:39-0700, -43 ft, 5.8308
2023-10-18T12:19:39-0700, -46 ft, 5.8003
2023-10-18T12:19:39-0700, -49 ft, 5.7507
2023-10-18T12:19:39-0700, -52 ft, 5.7169
2023-10-18T12:19:39-0700, -56 ft, 5.739
2023-10-18T12:19:39-0700, -59 ft, 5.7486
2023-10-18T12:19:39-0700, -62 ft, 5.8084
2023-10-18T12:19:39-0700, -3 ft, 5.5227
2023-10-18T12:19:39-0700, -66 ft, 5.8579
2023-10-18T12:19:39-0700, -69 ft, 5.938
2023-10-18T12:19:39-0700, -72 ft, 6.0209
2023-10-18T12:19:39-0700, -75 ft, 6.1533
2023-10-18T12:19:39-0700, -79 ft, 6.4236
2023-10-18T12:19:39-0700, -82 ft, 6.6294
2023-10-18T12:19:39-0700, -85 ft, 6.7455
2023-10-18T12:19:39-0700, -89 ft, 6.8042
2023-10-18T12:19:39-0700, -92 ft, 6.8369
2023-10-18T12:19:39-0700, -7 ft, 5.4614
2023-10-18T12:19:39-0700, -10 ft, 5.4
2023-10-18T12:19:39-0700, -13 ft, 5.3387
2023-10-18T12:19:39-0700, -16 ft, 5.7019
2023-10-18T12:19:39-0700, -20 ft, 6.116
2023-10-18T12:19:39-0700, -23 ft, 6.2233
2023-10-18T12:19:39-0700, -26 ft, 6.2152
2023-10-18T12:19:39-0700, -30 ft, 6.142
2023-10-19T12:20:14-0700, -33 ft, 6.0539
2023-10-19T12:20:14-0700, -36 ft, 5.9738
2023-10-19T12:20:14-0700, -39 ft, 5.899
2023-10-19T12:20:14-0700, -43 ft, 5.8308
2023-10-19T12:20:14-0700, -46 ft, 5.8003
2023-10-19T12:20:14-0700, -49 ft, 5.7507
2023-10-19T12:20:14-0700, -52 ft, 5.7169
2023-10-19T12:20:14-0700, -56 ft, 5.739
2023-10-19T12:20:14-0700, -59 ft, 5.7486
2023-10-19T12:20:14-0700, -62 ft, 5.8084
2023-10-19T12:20:14-0700, -3 ft, 5.5227
2023-10-19T12:20:14-0700, -66 ft, 5.8579
2023-10-19T12:20:14-0700, -69 ft, 5.938
2023-10-19T12:20:14-0700, -72 ft, 6.0209
2023-10-19T12:20:14-0700, -75 ft, 6.1533
2023-10-19T12:20:14-0700, -79 ft, 6.4236
2023-10-19T12:20:14-0700, -82 ft, 6.6294
2023-10-19T12:20:14-0700, -85 ft, 6.7455
2023-10-19T12:20:14-0700, -89 ft, 6.8042
2023-10-19T12:20:14-0700, -92 ft, 6.8369
2023-10-19T12:20:14-0700, -7 ft, 5.4614
2023-10-19T12:20:14-0700, -10 ft, 5.4
2023-10-19T12:20:14-0700, -13 ft, 5.3387
2023-10-19T12:20:14-0700, -16 ft, 5.7019
2023-10-19T12:20:14-0700, -20 ft, 6.116
2023-10-19T12:20:14-0700, -23 ft, 6.2233
2023-10-19T12:20:14-0700, -26 ft, 6.2152
2023-10-19T12:20:14-0700, -30 ft, 6.142
2023-10-20T12:19:54-0700, -33 ft, 6.0539
2023-10-20T12:19:54-0700, -36 ft, 5.9738
2023-10-20T12:19:54-0700, -39 ft, 5.899
2023-10-20T12:19:54-0700, -43 ft, 5.8308
2023-10-20T12:19:54-0700, -46 ft, 5.8003
2023-10-20T12:19:54-0700, -49 ft, 5.7507
2023-10-20T12:19:54-0700, -52 ft, 5.7169
2023-10-20T12:19:54-0700, -56 ft, 5.739
2023-10-20T12:19:54-0700, -59 ft, 5.7486
2023-10-20T12:19:54-0700, -62 ft, 5.8084
2023-10-20T12:19:54-0700, -3 ft, 5.5227
2023-10-20T12:19:54-0700, -66 ft, 5.8579
2023-10-20T12:19:54-0700, -69 ft, 5.938
2023-10-20T12:19:54-0700, -72 ft, 6.0209
2023-10-20T12:19:54-0700, -75 ft, 6.1533
2023-10-20T12:19:54-0700, -79 ft, 6.4236
2023-10-20T12:19:54-0700, -82 ft, 6.6294
2023-10-20T12:19:54-0700, -85 ft, 6.7455
2023-10-20T12:19:54-0700, -89 ft, 6.8042
2023-10-20T12:19:54-0700, -92 ft, 6.8369
2023-10-20T12:19:54-0700, -7 ft, 5.4614
2023-10-20T12:19:54-0700, -10 ft, 5.4
2023-10-20T12:19:54-0700, -13 ft, 5.3387
2023-10-20T12:19:54-0700, -16 ft, 5.7019
2023-10-20T12:19:54-0700, -20 ft, 6.116
2023-10-20T12:19:54-0700, -23 ft, 6.2233
2023-10-20T12:19:54-0700, -26 ft, 6.2152
2023-10-20T12:19:54-0700, -30 ft, 6.142
2023-10-21T12:20:06-0700, -33 ft, 6.0539
2023-10-21T12:20:06-0700, -36 ft, 5.9738
2023-10-21T12:20:06-0700, -39 ft, 5.899
2023-10-21T12:20:06-0700, -43 ft, 5.8308
2023-10-21T12:20:06-0700, -46 ft, 5.8003
2023-10-21T12:20:06-0700, -49 ft, 5.7507
2023-10-21T12:20:06-0700, -52 ft, 5.7169
2023-10-21T12:20:06-0700, -56 ft, 5.739
2023-10-21T12:20:06-0700, -59 ft, 5.7486
2023-10-21T12:20:06-0700, -62 ft, 5.8084
2023-10-21T12:20:06-0700, -3 ft, 5.5227
2023-10-21T12:20:06-0700, -66 ft, 5.8579
2023-10-21T12:20:06-0700, -69 ft, 5.938
2023-10-21T12:20:06-0700, -72 ft, 6.0209
2023-10-21T12:20:06-0700, -75 ft, 6.1533
2023-10-21T12:20:06-0700, -79 ft, 6.4236
2023-10-21T12:20:06-0700, -82 ft, 6.6294
2023-10-21T12:20:06-0700, -85 ft, 6.7455
2023-10-21T12:20:06-0700, -89 ft, 6.8042
2023-10-21T12:20:06-0700, -92 ft, 6.8369
2023-10-21T12:20:06-0700, -7 ft, 5.4614
2023-10-21T12:20:06-0700, -10 ft, 5.4
2023-10-21T12:20:06-0700, -13 ft, 5.3387
2023-10-21T12:20:06-0700, -16 ft, 5.7019
2023-10-21T12:20:06-0700, -20 ft, 6.116
2023-10-21T12:20:06-0700, -23 ft, 6.2233
2023-10-21T12:20:06-0700, -26 ft, 6.2152
2023-10-21T12:20:06-0700, -30 ft, 6.142
2023-10-22T12:06:40-0700, -33 ft, 6.0539
2023-10-22T12:06:40-0700, -36 ft, 5.9738
2023-10-22T12:06:40-0700, -39 ft, 5.899
2023-10-22T12:06:40-0700, -43 ft, 5.8308
2023-10-22T12:06:40-0700, -46 ft, 5.8003
2023-10-22T12:06:40-0700, -49 ft, 5.7507
2023-10-22T12:06:40-0700, -52 ft, 5.7169
2023-10-22T12:06:40-0700, -56 ft, 5.739
2023-10-22T12:06:40-0700, -59 ft, 5.7486
2023-10-22T12:06:40-0700, -62 ft, 5.8084
2023-10-22T12:06:40-0700, -3 ft, 5.5227
2023-10-22T12:06:40-0700, -66 ft, 5.8579
2023-10-22T12:06:40-0700, -69 ft, 5.938
2023-10-22T12:06:40-0700, -72 ft, 6.0209
2023-10-22T12:06:40-0700, -75 ft, 6.1533
2023-10-22T12:06:40-0700, -79 ft, 6.4236
2023-10-22T12:06:40-0700, -82 ft, 6.6294
2023-10-22T12:06:40-0700, -85 ft, 6.7455
2023-10-22T12:06:40-0700, -89 ft, 6.8042
2023-10-22T12:06:40-0700, -92 ft, 6.8369
2023-10-22T12:06:40-0700, -7 ft, 5.4614
2023-10-22T12:06:40-0700, -10 ft, 5.4
2023-10-22T12:06:40-0700, -13 ft, 5.3387
2023-10-22T12:06:40-0700, -16 ft, 5.7019
2023-10-22T12:06:40-0700, -20 ft, 6.116
2023-10-22T12:06:40-0700, -23 ft, 6.2233
2023-10-22T12:06:40-0700, -26 ft, 6.2152
2023-10-22T12:06:40-0700, -30 ft, 6.142
2023-11-03T14:13:50-0700, -33 ft, 6.0539
2023-11-03T14:13:50-0700, -36 ft, 5.9738
2023-11-03T14:13:50-0700, -39 ft, 5.899
2023-11-03T14:13:50-0700, -43 ft, 5.8308
2023-11-03T14:13:50-0700, -46 ft, 5.8003
2023-11-03T14:13:50-0700, -49 ft, 5.7507
2023-11-03T14:13:50-0700, -52 ft, 5.7169
2023-11-03T14:13:50-0700, -56 ft, 5.739
2023-11-03T14:13:50-0700, -59 ft, 5.7486
2023-11-03T14:13:50-0700, -62 ft, 5.8084
2023-11-03T14:13:50-0700, -3 ft, 5.5227
2023-11-03T14:13:50-0700, -66 ft, 5.8579
2023-11-03T14:13:50-0700, -69 ft, 5.938
2023-11-03T14:13:50-0700, -72 ft, 6.0209
2023-11-03T14:13:50-0700, -75 ft, 6.1533
2023-11-03T14:13:50-0700, -79 ft, 6.4236
2023-11-03T14:13:50-0700, -82 ft, 6.6294
2023-11-03T14:13:50-0700, -85 ft, 6.7455
2023-11-03T14:13:50-0700, -89 ft, 6.8042
2023-11-03T14:13:50-0700, -92 ft, 6.8369
2023-11-03T14:13:50-0700, -7 ft, 5.4614
2023-11-03T14:13:50-0700, -10 ft, 5.4
2023-11-03T14:13:50-0700, -13 ft, 5.3387
2023-11-03T14:13:50-0700, -16 ft, 5.7019
2023-11-03T14:13:50-0700, -20 ft, 6.116
2023-11-03T14:13:50-0700, -23 ft, 6.2233
2023-11-03T14:13:50-0700, -26 ft, 6.2152
2023-11-03T14:13:50-0700, -30 ft, 6.142
