Date and Time, Depth (Ft), Oxygen Conc. (mg/L)
2023-10-26T12:20:30-0700, -62 ft, 2.967
2023-10-26T12:20:30-0700, -3 ft, 3.6771
2023-10-26T12:20:30-0700, -66 ft, 2.8465
2023-10-26T12:20:30-0700, -7 ft, 3.8328
2023-10-26T12:20:30-0700, -10 ft, 3.9189
2023-10-26T12:20:30-0700, -13 ft, 3.931
2023-10-26T12:20:30-0700, -16 ft, 3.9229
2023-10-26T12:20:30-0700, -20 ft, 3.8929
2023-10-26T12:20:30-0700, -23 ft, 3.8433
2023-10-26T12:20:30-0700, -26 ft, 3.7756
2023-10-26T12:20:30-0700, -30 ft, 3.6891
2023-10-27T12:20:07-0700, -33 ft, 3.5819
2023-10-27T12:20:07-0700, -36 ft, 3.4696
2023-10-27T12:20:07-0700, -39 ft, 3.3647
2023-10-27T12:20:07-0700, -43 ft, 3.2744
2023-10-27T12:20:07-0700, -46 ft, 3.2011
2023-10-27T12:20:07-0700, -49 ft, 3.1411
2023-10-27T12:20:07-0700, -52 ft, 3.0904
2023-10-27T12:20:07-0700, -56 ft, 3.0468
2023-10-27T12:20:07-0700, -59 ft, 3.0065
2023-10-27T12:20:07-0700, -62 ft, 2.967
2023-10-27T12:20:07-0700, -3 ft, 3.6771
2023-10-27T12:20:07-0700, -66 ft, 2.8465
2023-10-27T12:20:07-0700, -7 ft, 3.8328
2023-10-27T12:20:07-0700, -10 ft, 3.9189
2023-10-27T12:20:07-0700, -13 ft, 3.931
2023-10-27T12:20:07-0700, -16 ft, 3.9229
2023-10-27T12:20:07-0700, -20 ft, 3.8929
2023-10-27T12:20:07-0700, -23 ft, 3.8433
2023-10-27T12:20:07-0700, -26 ft, 3.7756
2023-10-27T12:20:07-0700, -30 ft, 3.6891
2023-10-28T12:20:00-0700, -33 ft, 3.5819
2023-10-28T12:20:00-0700, -36 ft, 3.4696
2023-10-28T12:20:00-0700, -39 ft, 3.3647
2023-10-28T12:20:00-0700, -43 ft, 3.2744
2023-10-28T12:20:00-0700, -46 ft, 3.2011
2023-10-28T12:20:00-0700, -49 ft, 3.1411
2023-10-28T12:20:00-0700, -52 ft, 3.0904
2023-10-28T12:20:00-0700, -56 ft, 3.0468
2023-10-28T12:20:00-0700, -59 ft, 3.0065
2023-10-28T12:20:00-0700, -62 ft, 2.967
2023-10-28T12:20:00-0700, -3 ft, 3.6771
2023-10-28T12:20:00-0700, -66 ft, 2.8465
2023-10-28T12:20:00-0700, -7 ft, 3.8328
2023-10-28T12:20:00-0700, -10 ft, 3.9189
2023-10-28T12:20:00-0700, -13 ft, 3.931
2023-10-28T12:20:00-0700, -16 ft, 3.9229
2023-10-28T12:20:00-0700, -20 ft, 3.8929
2023-10-28T12:20:00-0700, -23 ft, 3.8433
2023-10-28T12:20:00-0700, -26 ft, 3.7756
2023-10-28T12:20:00-0700, -30 ft, 3.6891
2023-10-29T12:20:00-0700, -33 ft, 3.5819
2023-10-29T12:20:00-0700, -36 ft, 3.4696
2023-10-29T12:20:00-0700, -39 ft, 3.3647
2023-10-29T12:20:00-0700, -43 ft, 3.2744
2023-10-29T12:20:00-0700, -46 ft, 3.2011
2023-10-29T12:20:00-0700, -49 ft, 3.1411
2023-10-29T12:20:00-0700, -52 ft, 3.0904
2023-10-29T12:20:00-0700, -56 ft, 3.0468
2023-10-29T12:20:00-0700, -59 ft, 3.0065
2023-10-29T12:20:00-0700, -62 ft, 2.967
2023-10-29T12:20:00-0700, -3 ft, 3.6771
2023-10-29T12:20:00-0700, -66 ft, 2.8465
2023-10-29T12:20:00-0700, -7 ft, 3.8328
2023-10-29T12:20:00-0700, -10 ft, 3.9189
2023-10-29T12:20:00-0700, -13 ft, 3.931
2023-10-29T12:20:00-0700, -16 ft, 3.9229
2023-10-29T12:20:00-0700, -20 ft, 3.8929
2023-10-29T12:20:00-0700, -23 ft, 3.8433
2023-10-29T12:20:00-0700, -26 ft, 3.7756
2023-10-29T12:20:00-0700, -30 ft, 3.6891
2023-10-30T12:19:56-0700, -33 ft, 3.5819
2023-10-30T12:19:56-0700, -36 ft, 3.4696
2023-10-30T12:19:56-0700, -39 ft, 3.3647
2023-10-30T12:19:56-0700, -43 ft, 3.2744
2023-10-30T12:19:56-0700, -46 ft, 3.2011
2023-10-30T12:19:56-0700, -49 ft, 3.1411
2023-10-30T12:19:56-0700, -52 ft, 3.0904
2023-10-30T12:19:56-0700, -56 ft, 3.0468
2023-10-30T12:19:56-0700, -59 ft, 3.0065
2023-10-30T12:19:56-0700, -62 ft, 2.967
2023-10-30T12:19:56-0700, -3 ft, 3.6771
2023-10-30T12:19:56-0700, -66 ft, 2.8465
2023-10-30T12:19:56-0700, -7 ft, 3.8328
2023-10-30T12:19:56-0700, -10 ft, 3.9189
2023-10-30T12:19:56-0700, -13 ft, 3.931
2023-10-30T12:19:56-0700, -16 ft, 3.9229
2023-10-30T12:19:56-0700, -20 ft, 3.8929
2023-10-30T12:19:56-0700, -23 ft, 3.8433
2023-10-30T12:19:56-0700, -26 ft, 3.7756
2023-10-30T12:19:56-0700, -30 ft, 3.6891
2023-10-31T12:20:10-0700, -33 ft, 3.5819
2023-10-31T12:20:10-0700, -36 ft, 3.4696
2023-10-31T12:20:10-0700, -39 ft, 3.3647
2023-10-31T12:20:10-0700, -43 ft, 3.2744
2023-10-31T12:20:10-0700, -46 ft, 3.2011
2023-10-31T12:20:10-0700, -49 ft, 3.1411
2023-10-31T12:20:10-0700, -52 ft, 3.0904
2023-10-31T12:20:10-0700, -56 ft, 3.0468
2023-10-31T12:20:10-0700, -59 ft, 3.0065
2023-10-31T12:20:10-0700, -62 ft, 2.967
2023-10-31T12:20:10-0700, -3 ft, 3.6771
2023-10-31T12:20:10-0700, -66 ft, 2.8465
2023-10-31T12:20:10-0700, -7 ft, 3.8328
2023-10-31T12:20:10-0700, -10 ft, 3.9189
2023-10-31T12:20:10-0700, -13 ft, 3.931
2023-10-31T12:20:10-0700, -16 ft, 3.9229
2023-10-31T12:20:10-0700, -20 ft, 3.8929
2023-10-31T12:20:10-0700, -23 ft, 3.8433
2023-10-31T12:20:10-0700, -26 ft, 3.7756
2023-10-31T12:20:10-0700, -30 ft, 3.6891
2023-11-01T12:21:03-0700, -33 ft, 3.5819
2023-11-01T12:21:03-0700, -36 ft, 3.4696
2023-11-01T12:21:03-0700, -39 ft, 3.3647
2023-11-01T12:21:03-0700, -43 ft, 3.2744
2023-11-01T12:21:03-0700, -46 ft, 3.2011
2023-11-01T12:21:03-0700, -49 ft, 3.1411
2023-11-01T12:21:03-0700, -52 ft, 3.0904
2023-11-01T12:21:03-0700, -56 ft, 3.0468
2023-11-01T12:21:03-0700, -59 ft, 3.0065
2023-11-01T12:21:03-0700, -62 ft, 2.967
2023-11-01T12:21:03-0700, -3 ft, 3.6771
2023-11-01T12:21:03-0700, -66 ft, 2.8465
2023-11-01T12:21:03-0700, -7 ft, 3.8328
2023-11-01T12:21:03-0700, -10 ft, 3.9189
2023-11-01T12:21:03-0700, -13 ft, 3.931
2023-11-01T12:21:03-0700, -16 ft, 3.9229
2023-11-01T12:21:03-0700, -20 ft, 3.8929
2023-11-01T12:21:03-0700, -23 ft, 3.8433
2023-11-01T12:21:03-0700, -26 ft, 3.7756
2023-11-01T12:21:03-0700, -30 ft, 3.6891
2023-11-02T12:20:29-0700, -33 ft, 3.5819
2023-11-02T12:20:29-0700, -36 ft, 3.4696
2023-11-02T12:20:29-0700, -39 ft, 3.3647
2023-11-02T12:20:29-0700, -43 ft, 3.2744
2023-11-02T12:20:29-0700, -46 ft, 3.2011
2023-11-02T12:20:29-0700, -49 ft, 3.1411
2023-11-02T12:20:29-0700, -52 ft, 3.0904
2023-11-02T12:20:29-0700, -56 ft, 3.0468
2023-11-02T12:20:29-0700, -59 ft, 3.0065
2023-11-02T12:20:29-0700, -62 ft, 2.967
2023-11-02T12:20:29-0700, -3 ft, 3.6771
2023-11-02T12:20:29-0700, -66 ft, 2.8465
2023-11-02T12:20:29-0700, -7 ft, 3.8328
2023-11-02T12:20:29-0700, -10 ft, 3.9189
2023-11-02T12:20:29-0700, -13 ft, 3.931
2023-11-02T12:20:29-0700, -16 ft, 3.9229
2023-11-02T12:20:29-0700, -20 ft, 3.8929
2023-11-02T12:20:29-0700, -23 ft, 3.8433
2023-11-02T12:20:29-0700, -26 ft, 3.7756
2023-11-02T12:20:29-0700, -30 ft, 3.6891
2023-11-03T12:20:58-0700, -33 ft, 3.5819
2023-11-03T12:20:58-0700, -36 ft, 3.4696
2023-11-03T12:20:58-0700, -39 ft, 3.3647
2023-11-03T12:20:58-0700, -43 ft, 3.2744
2023-11-03T12:20:58-0700, -46 ft, 3.2011
2023-11-03T12:20:58-0700, -49 ft, 3.1411
2023-11-03T12:20:58-0700, -52 ft, 3.0904
2023-11-03T12:20:58-0700, -56 ft, 3.0468
2023-11-03T12:20:58-0700, -59 ft, 3.0065
2023-11-03T12:20:58-0700, -62 ft, 2.967
2023-11-03T12:20:58-0700, -3 ft, 3.6771
2023-11-03T12:20:58-0700, -66 ft, 2.8465
2023-11-03T12:20:58-0700, -7 ft, 3.8328
2023-11-03T12:20:58-0700, -10 ft, 3.9189
2023-11-03T12:20:58-0700, -13 ft, 3.931
2023-11-03T12:20:58-0700, -16 ft, 3.9229
2023-11-03T12:20:58-0700, -20 ft, 3.8929
2023-11-03T12:20:58-0700, -23 ft, 3.8433
2023-11-03T12:20:58-0700, -26 ft, 3.7756
2023-11-03T12:20:58-0700, -30 ft, 3.6891
2023-11-04T12:20:39-0700, -33 ft, 3.5819
2023-11-04T12:20:39-0700, -36 ft, 3.4696
2023-11-04T12:20:39-0700, -39 ft, 3.3647
2023-11-04T12:20:39-0700, -43 ft, 3.2744
2023-11-04T12:20:39-0700, -46 ft, 3.2011
2023-11-04T12:20:39-0700, -49 ft, 3.1411
2023-11-04T12:20:39-0700, -52 ft, 3.0904
2023-11-04T12:20:39-0700, -56 ft, 3.0468
2023-11-04T12:20:39-0700, -59 ft, 3.0065
2023-11-04T12:20:39-0700, -62 ft, 2.967
2023-11-04T12:20:39-0700, -3 ft, 3.6771
2023-11-04T12:20:39-0700, -66 ft, 2.8465
2023-11-04T12:20:39-0700, -7 ft, 3.8328
2023-11-04T12:20:39-0700, -10 ft, 3.9189
2023-11-04T12:20:39-0700, -13 ft, 3.931
2023-11-04T12:20:39-0700, -16 ft, 3.9229
2023-11-04T12:20:39-0700, -20 ft, 3.8929
2023-11-04T12:20:39-0700, -23 ft, 3.8433
2023-11-04T12:20:39-0700, -26 ft, 3.7756
2023-11-04T12:20:39-0700, -30 ft, 3.6891
2023-11-05T13:20:33-0800, -33 ft, 3.5819
2023-11-05T13:20:33-0800, -36 ft, 3.4696
2023-11-05T13:20:33-0800, -39 ft, 3.3647
2023-11-05T13:20:33-0800, -43 ft, 3.2744
2023-11-05T13:20:33-0800, -46 ft, 3.2011
2023-11-05T13:20:33-0800, -49 ft, 3.1411
2023-11-05T13:20:33-0800, -52 ft, 3.0904
2023-11-05T13:20:33-0800, -56 ft, 3.0468
2023-11-05T13:20:33-0800, -59 ft, 3.0065
2023-11-05T13:20:33-0800, -62 ft, 2.967
2023-11-05T13:20:33-0800, -3 ft, 3.6771
2023-11-05T13:20:33-0800, -66 ft, 2.8465
2023-11-05T13:20:33-0800, -7 ft, 3.8328
2023-11-05T13:20:33-0800, -10 ft, 3.9189
2023-11-05T13:20:33-0800, -13 ft, 3.931
2023-11-05T13:20:33-0800, -16 ft, 3.9229
2023-11-05T13:20:33-0800, -20 ft, 3.8929
2023-11-05T13:20:33-0800, -23 ft, 3.8433
2023-11-05T13:20:33-0800, -26 ft, 3.7756
2023-11-05T13:20:33-0800, -30 ft, 3.6891
2023-11-06T12:21:00-0800, -33 ft, 3.5819
2023-11-06T12:21:00-0800, -36 ft, 3.4696
2023-11-06T12:21:00-0800, -39 ft, 3.3647
2023-11-06T12:21:00-0800, -43 ft, 3.2744
2023-11-06T12:21:00-0800, -46 ft, 3.2011
2023-11-06T12:21:00-0800, -49 ft, 3.1411
2023-11-06T12:21:00-0800, -52 ft, 3.0904
2023-11-06T12:21:00-0800, -56 ft, 3.0468
2023-11-06T12:21:00-0800, -59 ft, 3.0065
2023-11-06T12:21:00-0800, -62 ft, 2.967
2023-11-06T12:21:00-0800, -3 ft, 3.6771
2023-11-06T12:21:00-0800, -66 ft, 2.8465
2023-11-06T12:21:00-0800, -7 ft, 3.8328
2023-11-06T12:21:00-0800, -10 ft, 3.9189
2023-11-06T12:21:00-0800, -13 ft, 3.931
2023-11-06T12:21:00-0800, -16 ft, 3.9229
2023-11-06T12:21:00-0800, -20 ft, 3.8929
2023-11-06T12:21:00-0800, -23 ft, 3.8433
2023-11-06T12:21:00-0800, -26 ft, 3.7756
2023-11-06T12:21:00-0800, -30 ft, 3.6891
2023-11-07T12:20:11-0800, -33 ft, 3.5819
2023-11-07T12:20:11-0800, -36 ft, 3.4696
2023-11-07T12:20:11-0800, -39 ft, 3.3647
2023-11-07T12:20:11-0800, -43 ft, 3.2744
2023-11-07T12:20:11-0800, -46 ft, 3.2011
2023-11-07T12:20:11-0800, -49 ft, 3.1411
2023-11-07T12:20:11-0800, -52 ft, 3.0904
2023-11-07T12:20:11-0800, -56 ft, 3.0468
2023-11-07T12:20:11-0800, -59 ft, 3.0065
2023-11-07T12:20:11-0800, -62 ft, 2.967
2023-11-07T12:20:11-0800, -3 ft, 3.6771
2023-11-07T12:20:11-0800, -66 ft, 2.8465
2023-11-07T12:20:11-0800, -7 ft, 3.8328
2023-11-07T12:20:11-0800, -10 ft, 3.9189
2023-11-07T12:20:11-0800, -13 ft, 3.931
2023-11-07T12:20:11-0800, -16 ft, 3.9229
2023-11-07T12:20:11-0800, -20 ft, 3.8929
2023-11-07T12:20:11-0800, -23 ft, 3.8433
2023-11-07T12:20:11-0800, -26 ft, 3.7756
2023-11-07T12:20:11-0800, -30 ft, 3.6891
2023-11-08T12:53:44-0800, -33 ft, 3.5819
2023-11-08T12:53:44-0800, -36 ft, 3.4696
2023-11-08T12:53:44-0800, -39 ft, 3.3647
2023-11-08T12:53:44-0800, -43 ft, 3.2744
2023-11-08T12:53:44-0800, -46 ft, 3.2011
2023-11-08T12:53:44-0800, -49 ft, 3.1411
2023-11-08T12:53:44-0800, -52 ft, 3.0904
2023-11-08T12:53:44-0800, -56 ft, 3.0468
2023-11-08T12:53:44-0800, -59 ft, 3.0065
2023-11-08T12:53:44-0800, -62 ft, 2.967
2023-11-08T12:53:44-0800, -3 ft, 3.6771
2023-11-08T12:53:44-0800, -66 ft, 2.8465
2023-11-08T12:53:44-0800, -7 ft, 3.8328
2023-11-08T12:53:44-0800, -10 ft, 3.9189
2023-11-08T12:53:44-0800, -13 ft, 3.931
2023-11-08T12:53:44-0800, -16 ft, 3.9229
2023-11-08T12:53:44-0800, -20 ft, 3.8929
2023-11-08T12:53:44-0800, -23 ft, 3.8433
2023-11-08T12:53:44-0800, -26 ft, 3.7756
2023-11-08T12:53:44-0800, -30 ft, 3.6891
2023-11-09T12:55:54-0800, -33 ft, 3.5819
2023-11-09T12:55:54-0800, -36 ft, 3.4696
2023-11-09T12:55:54-0800, -39 ft, 3.3647
2023-11-09T12:55:54-0800, -43 ft, 3.2744
2023-11-09T12:55:54-0800, -46 ft, 3.2011
2023-11-09T12:55:54-0800, -49 ft, 3.1411
2023-11-09T12:55:54-0800, -52 ft, 3.0904
2023-11-09T12:55:54-0800, -56 ft, 3.0468
2023-11-09T12:55:54-0800, -59 ft, 3.0065
2023-11-09T12:55:54-0800, -62 ft, 2.967
2023-11-09T12:55:54-0800, -3 ft, 3.6771
2023-11-09T12:55:54-0800, -66 ft, 2.8465
2023-11-09T12:55:54-0800, -7 ft, 3.8328
2023-11-09T12:55:54-0800, -10 ft, 3.9189
2023-11-09T12:55:54-0800, -13 ft, 3.931
2023-11-09T12:55:54-0800, -16 ft, 3.9229
2023-11-09T12:55:54-0800, -20 ft, 3.8929
2023-11-09T12:55:54-0800, -23 ft, 3.8433
2023-11-09T12:55:54-0800, -26 ft, 3.7756
2023-11-09T12:55:54-0800, -30 ft, 3.6891
2023-11-10T12:55:48-0800, -33 ft, 3.5819
2023-11-10T12:55:48-0800, -36 ft, 3.4696
2023-11-10T12:55:48-0800, -39 ft, 3.3647
2023-11-10T12:55:48-0800, -43 ft, 3.2744
2023-11-10T12:55:48-0800, -46 ft, 3.2011
2023-11-10T12:55:48-0800, -49 ft, 3.1411
2023-11-10T12:55:48-0800, -52 ft, 3.0904
2023-11-10T12:55:48-0800, -56 ft, 3.0468
2023-11-10T12:55:48-0800, -59 ft, 3.0065
2023-11-10T12:55:48-0800, -62 ft, 2.967
2023-11-10T12:55:48-0800, -3 ft, 3.6771
2023-11-10T12:55:48-0800, -66 ft, 2.8465
2023-11-10T12:55:48-0800, -7 ft, 3.8328
2023-11-10T12:55:48-0800, -10 ft, 3.9189
2023-11-10T12:55:48-0800, -13 ft, 3.931
2023-11-10T12:55:48-0800, -16 ft, 3.9229
2023-11-10T12:55:48-0800, -20 ft, 3.8929
2023-11-10T12:55:48-0800, -23 ft, 3.8433
2023-11-10T12:55:48-0800, -26 ft, 3.7756
2023-11-10T12:55:48-0800, -30 ft, 3.6891
2023-11-11T12:55:04-0800, -33 ft, 3.5819
2023-11-11T12:55:04-0800, -36 ft, 3.4696
2023-11-11T12:55:04-0800, -39 ft, 3.3647
2023-11-11T12:55:04-0800, -43 ft, 3.2744
2023-11-11T12:55:04-0800, -46 ft, 3.2011
2023-11-11T12:55:04-0800, -49 ft, 3.1411
2023-11-11T12:55:04-0800, -52 ft, 3.0904
2023-11-11T12:55:04-0800, -56 ft, 3.0468
2023-11-11T12:55:04-0800, -59 ft, 3.0065
2023-11-11T12:55:04-0800, -62 ft, 2.967
2023-11-11T12:55:04-0800, -3 ft, 3.6771
2023-11-11T12:55:04-0800, -66 ft, 2.8465
2023-11-11T12:55:04-0800, -7 ft, 3.8328
2023-11-11T12:55:04-0800, -10 ft, 3.9189
2023-11-11T12:55:04-0800, -13 ft, 3.931
2023-11-11T12:55:04-0800, -16 ft, 3.9229
2023-11-11T12:55:04-0800, -20 ft, 3.8929
2023-11-11T12:55:04-0800, -23 ft, 3.8433
2023-11-11T12:55:04-0800, -26 ft, 3.7756
2023-11-11T12:55:04-0800, -30 ft, 3.6891
2023-11-12T12:55:51-0800, -33 ft, 3.5819
2023-11-12T12:55:51-0800, -36 ft, 3.4696
2023-11-12T12:55:51-0800, -39 ft, 3.3647
2023-11-12T12:55:51-0800, -43 ft, 3.2744
2023-11-12T12:55:51-0800, -46 ft, 3.2011
2023-11-12T12:55:51-0800, -49 ft, 3.1411
2023-11-12T12:55:51-0800, -52 ft, 3.0904
2023-11-12T12:55:51-0800, -56 ft, 3.0468
2023-11-12T12:55:51-0800, -59 ft, 3.0065
2023-11-12T12:55:51-0800, -62 ft, 2.967
2023-11-12T12:55:51-0800, -3 ft, 3.6771
2023-11-12T12:55:51-0800, -66 ft, 2.8465
2023-11-12T12:55:51-0800, -7 ft, 3.8328
2023-11-12T12:55:51-0800, -10 ft, 3.9189
2023-11-12T12:55:51-0800, -13 ft, 3.931
2023-11-12T12:55:51-0800, -16 ft, 3.9229
2023-11-12T12:55:51-0800, -20 ft, 3.8929
2023-11-12T12:55:51-0800, -23 ft, 3.8433
2023-11-12T12:55:51-0800, -26 ft, 3.7756
2023-11-12T12:55:51-0800, -30 ft, 3.6891
2023-11-13T12:55:07-0800, -33 ft, 3.5819
2023-11-13T12:55:07-0800, -36 ft, 3.4696
2023-11-13T12:55:07-0800, -39 ft, 3.3647
2023-11-13T12:55:07-0800, -43 ft, 3.2744
2023-11-13T12:55:07-0800, -46 ft, 3.2011
2023-11-13T12:55:07-0800, -49 ft, 3.1411
2023-11-13T12:55:07-0800, -52 ft, 3.0904
2023-11-13T12:55:07-0800, -56 ft, 3.0468
2023-11-13T12:55:07-0800, -59 ft, 3.0065
2023-11-13T12:55:07-0800, -62 ft, 2.967
2023-11-13T12:55:07-0800, -3 ft, 3.6771
2023-11-13T12:55:07-0800, -66 ft, 2.8465
2023-11-13T12:55:07-0800, -7 ft, 3.8328
2023-11-13T12:55:07-0800, -10 ft, 3.9189
2023-11-13T12:55:07-0800, -13 ft, 3.931
2023-11-13T12:55:07-0800, -16 ft, 3.9229
2023-11-13T12:55:07-0800, -20 ft, 3.8929
2023-11-13T12:55:07-0800, -23 ft, 3.8433
2023-11-13T12:55:07-0800, -26 ft, 3.7756
2023-11-13T12:55:07-0800, -30 ft, 3.6891
2023-11-14T12:54:52-0800, -33 ft, 3.5819
2023-11-14T12:54:52-0800, -36 ft, 3.4696
2023-11-14T12:54:52-0800, -39 ft, 3.3647
2023-11-14T12:54:52-0800, -43 ft, 3.2744
2023-11-14T12:54:52-0800, -46 ft, 3.2011
2023-11-14T12:54:52-0800, -49 ft, 3.1411
2023-11-14T12:54:52-0800, -52 ft, 3.0904
2023-11-14T12:54:52-0800, -56 ft, 3.0468
2023-11-14T12:54:52-0800, -59 ft, 3.0065
2023-11-14T12:54:52-0800, -62 ft, 2.967
2023-11-14T12:54:52-0800, -3 ft, 3.6771
2023-11-14T12:54:52-0800, -66 ft, 2.8465
2023-11-14T12:54:52-0800, -7 ft, 3.8328
2023-11-14T12:54:52-0800, -10 ft, 3.9189
2023-11-14T12:54:52-0800, -13 ft, 3.931
2023-11-14T12:54:52-0800, -16 ft, 3.9229
2023-11-14T12:54:52-0800, -20 ft, 3.8929
2023-11-14T12:54:52-0800, -23 ft, 3.8433
2023-11-14T12:54:52-0800, -26 ft, 3.7756
2023-11-14T12:54:52-0800, -30 ft, 3.6891
2023-11-15T12:54:49-0800, -33 ft, 3.5819
2023-11-15T12:54:49-0800, -36 ft, 3.4696
2023-11-15T12:54:49-0800, -39 ft, 3.3647
2023-11-15T12:54:49-0800, -43 ft, 3.2744
2023-11-15T12:54:49-0800, -46 ft, 3.2011
2023-11-15T12:54:49-0800, -49 ft, 3.1411
2023-11-15T12:54:49-0800, -52 ft, 3.0904
2023-11-15T12:54:49-0800, -56 ft, 3.0468
2023-11-15T12:54:49-0800, -59 ft, 3.0065
2023-11-15T12:54:49-0800, -62 ft, 2.967
2023-11-15T12:54:49-0800, -3 ft, 3.6771
2023-11-15T12:54:49-0800, -66 ft, 2.8465
2023-11-15T12:54:49-0800, -7 ft, 3.8328
2023-11-15T12:54:49-0800, -10 ft, 3.9189
2023-11-15T12:54:49-0800, -13 ft, 3.931
2023-11-15T12:54:49-0800, -16 ft, 3.9229
2023-11-15T12:54:49-0800, -20 ft, 3.8929
2023-11-15T12:54:49-0800, -23 ft, 3.8433
2023-11-15T12:54:49-0800, -26 ft, 3.7756
2023-11-15T12:54:49-0800, -30 ft, 3.6891
2023-11-16T12:54:46-0800, -33 ft, 3.5819
2023-11-16T12:54:46-0800, -36 ft, 3.4696
2023-11-16T12:54:46-0800, -39 ft, 3.3647
2023-11-16T12:54:46-0800, -43 ft, 3.2744
2023-11-16T12:54:46-0800, -46 ft, 3.2011
2023-11-16T12:54:46-0800, -49 ft, 3.1411
2023-11-16T12:54:46-0800, -52 ft, 3.0904
2023-11-16T12:54:46-0800, -56 ft, 3.0468
2023-11-16T12:54:46-0800, -59 ft, 3.0065
2023-11-16T12:54:46-0800, -62 ft, 2.967
2023-11-16T12:54:46-0800, -3 ft, 3.6771
2023-11-16T12:54:46-0800, -66 ft, 2.8465
2023-11-16T12:54:46-0800, -7 ft, 3.8328
2023-11-16T12:54:46-0800, -10 ft, 3.9189
2023-11-16T12:54:46-0800, -13 ft, 3.931
2023-11-16T12:54:46-0800, -16 ft, 3.9229
2023-11-16T12:54:46-0800, -20 ft, 3.8929
2023-11-16T12:54:46-0800, -23 ft, 3.8433
2023-11-16T12:54:46-0800, -26 ft, 3.7756
2023-11-16T12:54:46-0800, -30 ft, 3.6891
